"﻿Station";"Polluant";"Mesure";"Unité";"novembre 2015";"décembre 2015";"janvier 2016";"Février 2016";"mars 2016";"avril 2016";"mai 2016";"juin 2016";"juillet 2016";"août 2016";"septembre 2016";"octobre 2016"
"Lyon Périphérique";"Dioxyde d'azote";"Dioxyde d'azote";"microg/m3";"95";"75";"69";"73";"72";"64";"56";"70";"75";"70";"73";"71"
"Lyon Périphérique";"Monoxyde carbone";"Monoxyde carbone";"microg/m3";"525";"595";"466";"431";"395";"291";"239";"204";"230";"222";"269";"323"
"Lyon Périphérique";"Monoxyde d'azote";"Monoxyde d'azote";"microg/m3";"140";"138";"96";"98";"79";"65";"48";"59";"50";"43";"61";"99"
"Lyon Périphérique";"Particules PM10";"Particules PM10";"microg/m3";"36";"43";"29";"31";"32";"17";"16";"19";"27";"23";"28";"27"
